"Index" "Open" "High" "Low" "Price"
"2020-06-01" 60.709999 61.5 60 61.130001
"2020-06-02" 61.470001 63.619999 61.189999 63.220001
"2020-06-03" 63.540001 64.199997 62.869999 63.240002
"2020-06-04" 62.810001 63.66 62.049999 63.279999
"2020-06-05" 64.480003 66.150002 64.459999 65.830002
"2020-06-08" 65.68 67.879997 65.169998 66.959999
"2020-06-09" 65.690002 65.690002 61.080002 61.16
"2020-06-10" 61.220001 61.720001 58.669998 58.82
"2020-06-11" 57.529999 57.529999 55.400002 55.82
"2020-06-12" 57.310001 57.560001 55.790001 56.630001
"2020-06-15" 55.139999 58.77 54.880001 58.18
"2020-06-16" 60.439999 60.98 59.080002 59.790001
"2020-06-17" 59.939999 60.540001 59.52 59.77
"2020-06-18" 59.16 59.970001 58.709999 59.369999
"2020-06-19" 60.240002 61.330002 59.34 60.419998
"2020-06-22" 60.029999 60.669998 59 59.5
"2020-06-23" 60.400002 60.439999 59.029999 59.349998
"2020-06-24" 58.91 59.07 56.029999 56.18
"2020-06-25" 56.029999 56.57 54.889999 56.400002
"2020-06-26" 56.290001 57.009998 55.66 56.669998
"2020-06-29" 57.41 58.080002 56.349998 58.060001
"2020-06-30" 57.700001 58.860001 57.349998 58.389999
"2020-07-01" 58.610001 59.66 58.310001 58.860001
"2020-07-02" 59.830002 60.43 58.970001 59.07
"2020-07-06" 59.830002 60.209999 58.610001 59.52
"2020-07-07" 58.900002 59.169998 58 58.509998
"2020-07-08" 58.380001 58.52 55.880001 57.189999
"2020-07-09" 56.889999 57.209999 54.25 56.080002
"2020-07-10" 56.139999 57.279999 55.509998 57.16
"2020-07-13" 57.599998 58.740002 57.169998 57.849998
"2020-07-14" 57.990002 59.77 57.220001 59.689999
"2020-07-15" 60.580002 63.860001 60.43 63.68
"2020-07-16" 63.700001 65.120003 62.91 64.760002
"2020-07-17" 65.120003 67.610001 64.120003 66.970001
"2020-07-20" 66.510002 67.82 65.080002 66.440002
"2020-07-21" 66.949997 69.260002 66.580002 67.660004
"2020-07-22" 67.589996 67.970001 67.019997 67.75
"2020-07-23" 67.709999 68.739998 67.330002 68.379997
"2020-07-24" 68.010002 68.330002 66.410004 67.029999
"2020-07-27" 66.870003 67.25 65.650002 67.029999
"2020-07-28" 66.949997 67.239998 65.800003 65.900002
"2020-07-29" 66.449997 69.980003 66.379997 68.709999
"2020-07-30" 67.699997 68.660004 66.580002 68.650002
"2020-07-31" 68.279999 69.07 67.629997 68.730003
"2020-08-03" 68.989998 72.370003 68.660004 70.900002
"2020-08-04" 68.25 71.599998 64.910004 69.129997
"2020-08-05" 69.410004 69.519997 66.120003 67.129997
"2020-08-06" 67.360001 67.510002 66.110001 66.980003
"2020-08-07" 66.709999 67.839996 66.610001 67.800003
"2020-08-10" 68.120003 68.489998 67.449997 67.989998
"2020-08-11" 68.260002 69.169998 66.75 67.199997
"2020-08-12" 67.410004 67.550003 65.699997 66.669998
"2020-08-13" 66.410004 67.110001 65.769997 66.959999
"2020-08-14" 66.639999 68.07 66.080002 67.230003
"2020-08-17" 67.25 67.540001 66.510002 66.779999
"2020-08-18" 66.769997 66.970001 66.010002 66.279999
"2020-08-19" 66.209999 66.410004 65.059998 65.139999
"2020-08-20" 65.040001 65.480003 64.540001 65.139999
"2020-08-21" 65 66.239998 64.639999 66.150002
"2020-08-24" 66.540001 67.080002 65.269997 65.660004
"2020-08-25" 65.75 65.839996 65.07 65.489998
"2020-08-26" 65.519997 65.790001 65.010002 65.669998
"2020-08-27" 65.970001 67.040001 65.57 66.449997
"2020-08-28" 66.449997 66.860001 65.529999 66.440002
"2020-08-31" 66.620003 66.879997 66.089996 66.440002
"2020-09-01" 66.379997 66.379997 64.540001 65.160004
"2020-09-02" 65.089996 67.129997 64.620003 66.889999
"2020-09-03" 67.080002 67.279999 65.099998 65.980003
"2020-09-04" 66.370003 66.5 65.290001 65.639999
"2020-09-08" 65.07 65.360001 63.5 63.740002
"2020-09-09" 64.010002 65.120003 63.220001 64.769997
"2020-09-10" 65.400002 65.809998 63.529999 63.75
"2020-09-11" 63.869999 64.580002 63.060001 64.370003
"2020-09-14" 64.769997 65.25 63.349998 63.73
"2020-09-15" 63.990002 65.080002 63.639999 63.75
"2020-09-16" 64.330002 65.690002 63.970001 64.150002
"2020-09-17" 63.5 63.5 62.290001 62.849998
"2020-09-18" 62.68 62.970001 60.700001 60.970001
"2020-09-21" 60.080002 60.310001 58.990002 59.799999
"2020-09-22" 59.860001 59.939999 58.330002 59.029999
"2020-09-23" 59 59.299999 56.91 57.18
"2020-09-24" 57.25 58.419998 56.310001 58.279999
"2020-09-25" 57.599998 58.889999 57.34 58.790001
"2020-09-28" 59.84 60.41 59.389999 59.650002
"2020-09-29" 59.639999 59.639999 58.41 58.57
"2020-09-30" 58.599998 59.549999 58.040001 58.779999
"2020-10-01" 59.130001 59.669998 57.52 57.919998
"2020-10-02" 56.970001 58.150002 56.75 57.970001
"2020-10-05" 58.669998 60.639999 58.220001 60.509998
"2020-10-06" 60.509998 60.610001 58.560001 58.84
"2020-10-07" 59.169998 60.23 58.889999 59.459999
"2020-10-08" 60.130001 61.32 59.560001 61.09
"2020-10-09" 61.630001 61.82 60.279999 60.459999
"2020-10-12" 60.549999 60.560001 59.720001 59.889999
"2020-10-13" 59.32 60.099998 59.099998 59.66
"2020-10-14" 59.610001 61.139999 59.610001 60.869999
"2020-10-15" 60.119999 61.48 59.849998 61.360001
"2020-10-16" 61.470001 62.740002 61.139999 62.34
"2020-10-19" 62.299999 63.139999 61.68 61.869999
"2020-10-20" 62.549999 63.279999 62.099998 62.509998
"2020-10-21" 62.27 64.480003 62.130001 63.619999
"2020-10-22" 64.25 66.75 63.849998 66.629997
"2020-10-23" 66.849998 68.190002 66.470001 67.790001
"2020-10-26" 67.07 67.709999 66.139999 66.870003
"2020-10-27" 67.580002 67.580002 65.580002 65.610001
"2020-10-28" 65.029999 65.540001 61.970001 61.98
"2020-10-29" 61.59 63.799999 60.709999 62.900002
"2020-10-30" 63.009998 64.730003 62.509998 63.580002
"2020-11-02" 63.66 65.779999 60.150002 62.220001
"2020-11-03" 63.84 63.84 60.220001 60.41
"2020-11-04" 60.810001 61.549999 59.439999 59.939999
"2020-11-05" 60.279999 62.290001 60.040001 61.57
"2020-11-06" 61.610001 62.220001 61.07 61.669998
"2020-11-09" 64.300003 69.889999 64.300003 68
"2020-11-10" 68.139999 69 66.459999 68.080002
"2020-11-11" 67.669998 68.349998 62.73 63.580002
"2020-11-12" 63.290001 64.550003 62.720001 63.360001
"2020-11-13" 63.950001 66.870003 63.889999 65.650002
"2020-11-16" 67.150002 67.410004 63.290001 64.449997
"2020-11-17" 63.32 64.870003 62.619999 64.610001
"2020-11-18" 64.370003 65.629997 64.230003 64.239998
"2020-11-19" 63.799999 64.029999 62.740002 63.5
"2020-11-20" 63.349998 64.349998 63.119999 63.580002
"2020-11-23" 63.740002 64.529999 63.25 63.709999
"2020-11-24" 64.449997 65.389999 63.720001 64.57
"2020-11-25" 64.230003 64.660004 63.41 64.129997
"2020-11-27" 64.540001 64.699997 63.43 63.68
"2020-11-30" 63.990002 64.919998 63.110001 64.309998
"2020-12-01" 65.190002 65.699997 64.5 64.910004
"2020-12-02" 65.220001 66.589996 64.940002 66.489998
"2020-12-03" 66.720001 67.07 65.879997 66.470001
"2020-12-04" 67.07 68.440002 66.559998 68.419998
"2020-12-07" 68.389999 69.470001 68.160004 68.730003
"2020-12-08" 68.379997 70.57 68.239998 70.449997
"2020-12-09" 70.800003 71.489998 70.400002 71.150002
"2020-12-10" 70.790001 71.550003 70.440002 71.309998
"2020-12-11" 70.900002 71.449997 69.660004 69.949997
"2020-12-14" 70.809998 71.290001 67.989998 68.07
"2020-12-15" 68.470001 69.459999 67.809998 68.940002
"2020-12-16" 69.230003 69.540001 68.730003 69.150002
"2020-12-17" 69.419998 69.629997 68.339996 68.889999
"2020-12-18" 69.339996 69.339996 67.379997 67.779999
"2020-12-21" 66.730003 66.739998 65.110001 66.459999
"2020-12-22" 66.589996 67.510002 66.010002 66.099998
"2020-12-23" 66.650002 66.949997 66.080002 66.440002
"2020-12-24" 66.309998 66.400002 65.25 65.830002
"2020-12-28" 66.57 66.900002 65.639999 66.220001
"2020-12-29" 66.879997 66.989998 65.389999 65.720001
"2020-12-30" 65.690002 66.239998 65.110001 65.839996
"2020-12-31" 65.629997 66.940002 65.43 66.860001
"2021-01-04" 68.209999 68.599998 66.220001 66.489998
"2021-01-05" 66.080002 68.239998 66.080002 67.779999
"2021-01-06" 68.239998 69.949997 67.769997 69.559998
"2021-01-07" 69.279999 70.739998 68.940002 70.010002
"2021-01-08" 70.739998 72.269997 70.510002 72.099998
"2021-01-11" 71.809998 72.760002 71.529999 72.379997
"2021-01-12" 72.050003 74.830002 71.910004 73.790001
"2021-01-13" 73.720001 74.889999 73.050003 73.879997
"2021-01-14" 73.699997 74 72.699997 73.029999
"2021-01-15" 72.519997 72.959999 71.019997 71.459999
"2021-01-19" 72.139999 72.139999 69.610001 70.43
"2021-01-20" 70.410004 70.559998 69.120003 70.18
"2021-01-21" 70.190002 70.360001 68.169998 68.440002
"2021-01-22" 68.269997 69.410004 68.099998 69.129997
"2021-01-25" 68.629997 69.57 68.269997 69.309998
"2021-01-26" 69.839996 70 68.800003 69.110001
"2021-01-27" 68.199997 68.980003 67.029999 68.169998
"2021-01-28" 68.43 69.190002 67 67.75
"2021-01-29" 67.410004 67.75 64.699997 65.849998
"2021-02-01" 66.32 67.809998 65.519997 67.459999
"2021-02-02" 68 69.239998 67.419998 67.43
"2021-02-03" 67.120003 68.510002 66.809998 67.790001
"2021-02-04" 67.699997 69.959999 67.610001 69.830002
"2021-02-05" 70.220001 70.510002 69.610001 70.129997
"2021-02-08" 70.449997 71.769997 70 70.779999
"2021-02-09" 71.160004 71.769997 69.959999 70.610001
"2021-02-10" 71.330002 71.589996 70.110001 70.739998
"2021-02-11" 71.089996 71.629997 69.580002 69.620003
"2021-02-12" 70.160004 70.160004 69.290001 69.459999
"2021-02-16" 70 70.690002 69.139999 70.580002
"2021-02-17" 65.290001 67.43 63.5 64.870003
"2021-02-18" 64.169998 64.910004 63.290001 64.580002
"2021-02-19" 64.860001 65.779999 63.529999 63.75
"2021-02-22" 64 66.389999 63.52 65.970001
"2021-02-23" 66.32 66.559998 64.510002 65.620003
"2021-02-24" 65.18 66.660004 64.900002 65.010002
"2021-02-25" 64.629997 64.629997 61.68 61.889999
"2021-02-26" 62.009998 62.919998 61.360001 61.849998
"2021-03-01" 62.5 64.980003 62.290001 64.550003
"2021-03-02" 64.629997 64.860001 62.700001 62.919998
"2021-03-03" 62.970001 63.279999 61.689999 62.709999
"2021-03-04" 62.439999 63.139999 60.959999 61.5
"2021-03-05" 62.360001 63 60.700001 62.57
"2021-03-08" 63.200001 66.059998 62.630001 64.790001
"2021-03-09" 64.889999 66.940002 64.760002 65.18
"2021-03-10" 65.599998 67.519997 65.459999 65.910004
"2021-03-11" 65.760002 66.809998 65.550003 65.879997
"2021-03-12" 65.919998 67.559998 65.919998 67.190002
"2021-03-15" 66.849998 68.879997 66.370003 68.220001
"2021-03-16" 68.379997 68.769997 66.559998 67.029999
"2021-03-17" 66.269997 68.199997 66.269997 67.779999
"2021-03-18" 67.830002 69.440002 67.449997 67.690002
"2021-03-19" 67.580002 67.860001 66.43 66.809998
"2021-03-22" 66.690002 66.900002 65.730003 66.300003
"2021-03-23" 66.580002 66.760002 64.980003 65.07
"2021-03-24" 65.25 66.760002 65.25 65.660004
"2021-03-25" 65.610001 66.940002 65.010002 66.809998
"2021-03-26" 67.959999 67.989998 66.389999 67.980003
"2021-03-29" 67.800003 70.199997 66.910004 69.739998
"2021-03-30" 69.160004 69.559998 68.040001 68.970001
"2021-03-31" 68.669998 69.809998 68.089996 69.239998
"2021-04-01" 69.129997 69.400002 67.349998 68.669998
"2021-04-05" 69.43 69.599998 68.809998 68.980003
"2021-04-06" 68.330002 69.589996 68.230003 69
"2021-04-07" 69.160004 69.160004 68.290001 68.660004
"2021-04-08" 68.519997 69 67.970001 68.669998
"2021-04-09" 69 69.459999 68.769997 69.389999
"2021-04-12" 69.199997 70.349998 69.199997 70
"2021-04-13" 70 70.059998 69.120003 69.599998
"2021-04-14" 69.5 70.349998 69.139999 70
"2021-04-15" 70.040001 71.019997 69.860001 70.900002
"2021-04-16" 71.260002 71.419998 70.709999 71.169998
"2021-04-19" 71.120003 71.120003 70.010002 70.639999
"2021-04-20" 70.519997 71 70.379997 70.519997
"2021-04-21" 70.860001 72.389999 70.300003 72.300003
"2021-04-22" 72.379997 73.239998 71.910004 72.730003
"2021-04-23" 72.769997 74.510002 72.389999 74.220001
"2021-04-26" 74.480003 74.809998 73.260002 73.379997
"2021-04-27" 72.82 73.669998 71.790001 73.139999
"2021-04-28" 71.839996 73.269997 71.839996 72.720001
"2021-04-29" 73.269997 73.970001 72.790001 73.07
"2021-04-30" 73.599998 73.860001 72.269997 72.5
"2021-05-03" 73.43 74.480003 73.160004 74.010002
"2021-05-04" 72.610001 80.089996 72.599998 79.870003
"2021-05-05" 79.559998 79.900002 77.370003 78.910004
"2021-05-06" 78.269997 79.980003 78.019997 79.919998
"2021-05-07" 82.709999 82.709999 80.580002 80.610001
"2021-05-10" 80.529999 83.449997 80.25 82.970001
"2021-05-11" 81.739998 83.099998 79.989998 80.389999
"2021-05-12" 80.059998 80.790001 78.519997 78.629997
"2021-05-13" 78.400002 80.370003 78.290001 80.080002
"2021-05-14" 80.730003 81.190002 79.910004 80.660004
"2021-05-17" 80.639999 81.010002 79.949997 80.5
"2021-05-18" 79.989998 80.400002 79.019997 79.349998
"2021-05-19" 79.169998 79.260002 78.230003 78.760002
"2021-05-20" 78.540001 79.690002 78.059998 79.410004
"2021-05-21" 79.160004 80.489998 78.169998 78.309998
"2021-05-24" 78.449997 78.449997 77.32 77.589996
"2021-05-25" 77.410004 77.739998 76.169998 76.260002
"2021-05-26" 76.32 77.120003 75.970001 76.849998
"2021-05-27" 77.029999 77.07 76.110001 76.389999
"2021-05-28" 77.059998 77.400002 75.959999 76.040001
"2021-06-01" 75.809998 76.459999 75.279999 76.07
"2021-06-02" 76.199997 76.589996 75.330002 75.419998
"2021-06-03" 75.07 78.120003 74.849998 77.959999
"2021-06-04" 77.730003 78.330002 77.339996 77.900002
"2021-06-07" 78.239998 78.57 77.260002 77.300003
"2021-06-08" 77.169998 77.889999 76.580002 77.699997
"2021-06-09" 77.809998 78.160004 77.209999 77.599998
"2021-06-10" 78.559998 78.900002 77.919998 78.580002
"2021-06-11" 78.709999 78.989998 78.510002 78.900002
"2021-06-14" 78.739998 78.949997 77.059998 77.43
"2021-06-15" 77.599998 78.57 77.199997 78.400002
"2021-06-16" 78.150002 78.209999 76.989998 77.419998
"2021-06-17" 77.809998 78.07 75.470001 76.690002
"2021-06-18" 76.260002 76.410004 74.769997 75.019997
"2021-06-21" 75.419998 76.660004 75.349998 76.389999
"2021-06-22" 76.459999 76.620003 75.839996 76.419998
"2021-06-23" 75.629997 75.699997 74.290001 74.470001
"2021-06-24" 74.800003 75.300003 74.260002 75.139999
"2021-06-25" 75.199997 75.68 74.889999 75.010002
"2021-06-28" 74.980003 75.059998 73.739998 74.330002
"2021-06-29" 74.720001 74.959999 73.919998 74
"2021-06-30" 74.220001 74.389999 73.839996 74.190002
"2021-07-01" 74.620003 75.980003 74.379997 75.510002
"2021-07-02" 75.400002 76.160004 74.949997 75.970001
"2021-07-06" 75.68 76.230003 74.379997 76.040001
"2021-07-07" 75.959999 77 75.589996 76.669998
"2021-07-08" 76.400002 76.400002 75.07 75.779999
"2021-07-09" 76.260002 77.029999 76.239998 76.809998
"2021-07-12" 76.540001 77.129997 76.07 77.019997
"2021-07-13" 76.860001 77.089996 76.199997 76.389999
"2021-07-14" 76.300003 77.169998 76.059998 76.779999
"2021-07-15" 76.199997 77 75.260002 75.339996
"2021-07-16" 75.330002 75.760002 75.029999 75.120003
"2021-07-19" 74.529999 74.599998 73.089996 73.800003
"2021-07-20" 74.230003 76.110001 74.230003 75.769997
"2021-07-21" 76.349998 77.779999 76.349998 77.139999
"2021-07-22" 76.910004 77.010002 75.919998 76.440002
"2021-07-23" 76.82 77.57 76.599998 77.360001
"2021-07-26" 77.25 77.970001 76.879997 77.370003
"2021-07-27" 77.07 78.830002 77.019997 78.669998
"2021-07-28" 78.480003 79.639999 78.239998 79.440002
"2021-07-29" 79.779999 80.32 79.440002 80.220001
"2021-07-30" 80.169998 80.620003 79.860001 80.150002
"2021-08-02" 80.639999 81.580002 79.949997 81.230003
"2021-08-03" 79.900002 81.489998 77.610001 80.370003
"2021-08-04" 80.279999 80.5 77.099998 77.300003
"2021-08-05" 77.610001 77.849998 75.650002 76.730003
"2021-08-06" 76.900002 77.68 76.059998 77.029999
"2021-08-09" 76.260002 76.989998 75.949997 76.209999
"2021-08-10" 76.190002 76.190002 75.300003 75.529999
"2021-08-11" 76.029999 76.510002 75.550003 75.900002
"2021-08-12" 75.900002 76.230003 75.269997 75.599998
"2021-08-13" 75.599998 75.779999 74.690002 75.68
"2021-08-16" 75.730003 76.940002 75.449997 76.720001
"2021-08-17" 76.559998 77.470001 76 77.459999
"2021-08-18" 77.410004 77.489998 75.709999 75.779999
"2021-08-19" 75.199997 76.330002 75.199997 75.760002
"2021-08-20" 75.559998 76.080002 75.129997 75.629997
"2021-08-23" 76.120003 76.150002 75.300003 75.739998
"2021-08-24" 75.949997 76.18 75.540001 75.589996
"2021-08-25" 75.620003 75.790001 75.139999 75.5
"2021-08-26" 75.32 75.32 74.07 74.129997
"2021-08-27" 74.209999 75.720001 74.209999 75.230003
"2021-08-30" 75.120003 76.459999 75.120003 75.18
"2021-08-31" 75.010002 75.949997 74.900002 75.589996
"2021-09-01" 75.769997 76.779999 75 76.660004
"2021-09-02" 77 79.809998 76.93 79.330002
"2021-09-03" 79.220001 79.32 78.279999 78.379997
"2021-09-07" 78.129997 78.599998 76.910004 78.580002
"2021-09-08" 78.989998 79.599998 78.470001 78.559998
"2021-09-09" 78.389999 79.790001 77.190002 77.769997
"2021-09-10" 77.839996 78.199997 76.68 76.760002
"2021-09-13" 77.209999 77.760002 76.309998 77.709999
"2021-09-14" 78 78.959999 77.610001 78.440002
"2021-09-15" 78.480003 78.879997 77.470001 78.540001
"2021-09-16" 78.839996 78.940002 77.839996 78.370003
"2021-09-17" 77.809998 78.809998 77.260002 77.470001
"2021-09-20" 77.169998 77.169998 75.07 75.970001
"2021-09-21" 76.209999 76.550003 75.529999 75.529999
"2021-09-22" 76.129997 77.220001 75.699997 76.860001
"2021-09-23" 77.010002 78.599998 76.900002 77.599998
"2021-09-24" 77.290001 78.290001 77.269997 78.099998
"2021-09-27" 78.129997 79.269997 77.940002 78.699997
"2021-09-28" 78.419998 79.330002 77.540001 78.129997
"2021-09-29" 78.290001 79.080002 77.989998 78.279999
"2021-09-30" 78.470001 78.730003 75.830002 76.160004
"2021-10-01" 76.870003 78.830002 76.779999 78.529999
"2021-10-04" 78.690002 79.639999 77.370003 78.099998
"2021-10-05" 78.25 79.910004 77.860001 78.610001
"2021-10-06" 78.059998 78.260002 76.449997 78.169998
"2021-10-07" 78.690002 80.629997 78.449997 79.709999
"2021-10-08" 79.879997 80.370003 79.489998 79.830002
"2021-10-11" 80.139999 80.5 79.290001 79.32
"2021-10-12" 79.360001 79.93 78.25 78.5
"2021-10-13" 78.260002 78.779999 76.589996 77.720001
"2021-10-14" 78.610001 79.019997 77.839996 78.589996
"2021-10-15" 79.07 79.459999 77.360001 77.440002
"2021-10-18" 76.790001 77.099998 75.660004 76.529999
"2021-10-19" 76.800003 77.220001 76.540001 76.959999
"2021-10-20" 77.339996 78.480003 77.099998 78.470001
"2021-10-21" 78.730003 79.400002 78.150002 79.010002
"2021-10-22" 78.980003 79.919998 78.220001 79.889999
"2021-10-25" 78.730003 78.849998 76.089996 76.209999
"2021-10-26" 76.370003 76.730003 75.029999 75.32
"2021-10-27" 75.370003 76.089996 73.510002 74.190002
"2021-10-28" 74.559998 76.720001 74.389999 75.519997
"2021-10-29" 75.519997 76.690002 75.519997 76.349998
"2021-11-01" 76.379997 77.580002 76.190002 76.650002
"2021-11-02" 78.720001 81.190002 76.699997 78.239998
"2021-11-03" 78.139999 79.169998 77.860001 78.970001
"2021-11-04" 79.019997 79.349998 78.080002 78.68
"2021-11-05" 79.110001 80.529999 78.68 80.099998
"2021-11-08" 80.25 80.900002 78.480003 78.639999
"2021-11-09" 78.25 78.589996 77.720001 78.150002
"2021-11-10" 78 78.769997 77.989998 78.18
"2021-11-11" 76.940002 78.540001 76.940002 78.449997
"2021-11-12" 78.559998 79.620003 78.07 79.25
"2021-11-15" 79.589996 79.699997 78.239998 78.459999
"2021-11-16" 78.510002 78.839996 77.769997 77.940002
"2021-11-17" 77.690002 78.18 76.949997 77.510002
"2021-11-18" 77.419998 77.419998 76.32 76.970001
"2021-11-19" 77.099998 77.800003 75.82 76.139999
"2021-11-22" 76.160004 76.709999 75.360001 76.209999
"2021-11-23" 76.07 77.269997 75.830002 76.900002
"2021-11-24" 76.989998 77.410004 75.599998 75.900002
"2021-11-26" 74.169998 75.580002 73.489998 73.639999
"2021-11-29" 74 74.360001 73.160004 73.769997
"2021-11-30" 73.019997 73.150002 70.510002 71.059998
"2021-12-01" 71.519997 72.269997 70.300003 70.339996
"2021-12-02" 70.489998 72.040001 70.25 71.510002
"2021-12-03" 71.849998 72.110001 70.620003 71.160004
"2021-12-06" 71.879997 73.120003 71.360001 72.889999
"2021-12-07" 73.220001 74.970001 73 74.580002
"2021-12-08" 74.839996 75.620003 72.279999 75.029999
"2021-12-09" 74.970001 76.599998 74.790001 75.760002
"2021-12-10" 76 76.360001 74.760002 75.68
"2021-12-13" 75.650002 76.290001 74.160004 75.160004
"2021-12-14" 74.959999 76.230003 74.43 74.550003
"2021-12-15" 74.610001 74.610001 72.669998 73.510002
"2021-12-16" 73.839996 75.510002 73.540001 73.629997
"2021-12-17" 74.040001 75.089996 73.269997 73.75
"2021-12-20" 73.139999 73.349998 71.419998 72.879997
"2021-12-21" 73.459999 74.239998 72.550003 72.959999
"2021-12-22" 73.080002 74.510002 72.980003 74.330002
"2021-12-23" 74.400002 75.169998 74.32 74.93
"2021-12-27" 75.290001 76.279999 74.989998 76.239998
"2021-12-28" 76.18 77.169998 76.18 76.870003
"2021-12-29" 76.639999 78.419998 76.639999 78.059998
"2021-12-30" 78.059998 78.669998 77.800003 77.949997
"2021-12-31" 77.809998 78.309998 77.360001 77.529999
"2022-01-03" 77.389999 77.910004 76.790001 77.43
"2022-01-04" 77.5 79.580002 77.419998 79.279999
"2022-01-05" 79.650002 80.629997 78.959999 78.989998
"2022-01-06" 79.279999 79.279999 77.459999 77.860001
"2022-01-07" 79.019997 79.559998 78.290001 78.949997
"2022-01-10" 78.739998 79.169998 77.709999 79.150002
"2022-01-11" 79.099998 80.669998 78.550003 80.540001
"2022-01-12" 80.459999 80.669998 77.349998 77.790001
"2022-01-13" 77.639999 78.739998 77.129997 77.860001
"2022-01-14" 77.440002 78.099998 76.360001 77.779999
"2022-01-18" 77.029999 77.230003 75.959999 76.269997
"2022-01-19" 76.269997 76.720001 74.519997 74.550003
"2022-01-20" 74.669998 75.919998 74.050003 74.129997
"2022-01-21" 73.910004 75.470001 73.290001 73.540001
"2022-01-24" 72.900002 74.660004 71.940002 74.379997
"2022-01-25" 73.410004 73.82 71.209999 72.720001
"2022-01-26" 72.32 75.769997 72.32 74.449997
"2022-01-27" 74.730003 77.019997 74.059998 74.769997
"2022-01-28" 74.25 75.739998 73.080002 75.699997
"2022-01-31" 74.419998 76.139999 73.730003 75.300003
"2022-02-01" 75.550003 76.040001 74.919998 75.949997
"2022-02-02" 75.879997 76.800003 75.43 76.379997
"2022-02-03" 76.360001 76.849998 75.800003 76.160004
"2022-02-04" 75.779999 76.860001 74.720001 76.129997
"2022-02-07" 76.07 76.699997 73.139999 76.279999
"2022-02-08" 76.580002 78.019997 75.910004 77.860001
"2022-02-09" 78.43 78.43 76.43 76.57
"2022-02-10" 75.959999 77.639999 75.800003 76.290001
"2022-02-11" 76.459999 76.910004 75.620003 76.129997
"2022-02-14" 76.379997 76.660004 74.980003 75.790001
"2022-02-15" 78.870003 82.019997 78.519997 81.839996
"2022-02-16" 82.040001 84.5 81.580002 84.230003
"2022-02-17" 83.860001 84.32 82.18 84
"2022-02-18" 83.919998 84.709999 82.209999 83.470001
"2022-02-22" 83.669998 84.599998 82.650002 83.410004
"2022-02-23" 83.93 85.230003 83.410004 83.790001
"2022-02-24" 82.440002 84.190002 81.93 83.980003
"2022-02-25" 84.32 87.550003 84.129997 87.32
"2022-02-28" 85.669998 86.760002 85.230003 86.379997
"2022-03-01" 85.68 86.669998 85.25 86.309998
"2022-03-02" 86.720001 87.559998 85.669998 85.75
"2022-03-03" 85.919998 87.43 85.660004 87.239998
"2022-03-04" 86.400002 87.080002 85.589996 86.980003
"2022-03-07" 86.720001 88.620003 86.050003 86.860001
"2022-03-08" 86.589996 86.879997 84.010002 84.220001
"2022-03-09" 86.010002 86.199997 84.860001 85.580002
"2022-03-10" 84.519997 85.82 84.209999 85.419998
"2022-03-11" 85.800003 86.599998 84.099998 84.169998
"2022-03-14" 84.629997 85.75 84.300003 84.800003
"2022-03-15" 85.43 86.970001 84.650002 86.309998
"2022-03-16" 86.309998 87.410004 85.080002 86.269997
"2022-03-17" 85.760002 87.230003 85.480003 86.75
"2022-03-18" 86.559998 87.370003 85.660004 87.260002
"2022-03-21" 87.269997 89.440002 87.269997 88.169998
"2022-03-22" 87.309998 88.879997 87.309998 88.529999
"2022-03-23" 88.07 88.709999 87.68 87.809998
"2022-03-24" 88.220001 88.449997 87.5 87.889999
"2022-03-25" 88.169998 88.169998 87.169998 87.849998
"2022-03-28" 87.860001 88.550003 87.559998 88.510002
"2022-03-29" 88.790001 89.480003 87.93 88.730003
"2022-03-30" 88.860001 88.949997 87.400002 87.849998
"2022-03-31" 88.139999 88.459999 87.139999 87.190002
"2022-04-01" 88.040001 89.400002 87.300003 89.339996
"2022-04-04" 89.040001 89.379997 87.349998 87.709999
"2022-04-05" 87.559998 88.300003 86.75 87.139999
"2022-04-06" 87.139999 89.959999 87.139999 88.709999
"2022-04-07" 88.419998 89.699997 88.160004 89.519997
"2022-04-08" 89.82 90.470001 89.040001 90.400002
"2022-04-11" 90.190002 91.339996 89.900002 90.209999
"2022-04-12" 90.050003 91.5 89.949997 91.040001
"2022-04-13" 91 92.230003 91 91.959999
"2022-04-14" 92.010002 92.68 91.269997 91.360001
"2022-04-18" 91.059998 91.830002 89.849998 90.139999
"2022-04-19" 88.75 90.360001 88.199997 88.919998
"2022-04-20" 89.199997 91.57 88.949997 91.059998
"2022-04-21" 91.18 91.690002 90.459999 90.769997
"2022-04-22" 90.010002 90.110001 87.220001 87.290001
"2022-04-25" 87.150002 88.150002 86.220001 87.989998
"2022-04-26" 87.040001 87.110001 85.32 85.360001
"2022-04-27" 85.480003 86.169998 83.889999 84.040001
"2022-04-28" 84.220001 84.790001 82.080002 83.370003
"2022-04-29" 82.269997 83.169998 80.879997 81.099998
"2022-05-02" 81.07 81.580002 79.470001 80.449997
"2022-05-03" 81.519997 83.949997 80.870003 82.080002
"2022-05-04" 82.440002 86.480003 82 86.419998
"2022-05-05" 86.059998 86.379997 83.160004 83.440002
"2022-05-06" 82.970001 85.919998 82.660004 85.760002
"2022-05-09" 84.889999 85.980003 84.279999 85
"2022-05-10" 85 85.650002 83.07 84.559998
"2022-05-11" 85.839996 87.239998 84.510002 84.529999
"2022-05-12" 84.32 85.099998 83.209999 84.75
"2022-05-13" 85.290001 86.029999 83.330002 83.510002
